Electrode,Band,Hurst,DFA,Lyapunov,Sample Entropy,Correlation Dimension,Approximate Entropy,Permutation Entropy,Sample Entropy,SVD Entropy
Fp1,cA5,0.5717020776843625,0.7639394905703001,0.0429507099852269,1.636403507931269,4.779608715118858e-16,1.4679220635162098,2.493208699432733,1.636403507931269,1.3990872672733037
Fp1,cD1,0.37022948940323,0.3223263292825706,0.0021670023600256,1.6691627940446654,1.8560610923025018e-15,1.8133236160133368,2.551046845411549,1.6691627940446654,1.4418643530454802
Fp1,cD2,0.4432608309292262,0.4253585150975485,0.0005166313864967,1.7539097092816016,-1.2784996981753024e-15,1.881488796919904,2.572262079226346,1.7539097092816014,1.5376051044921475
Fp1,cD3,0.5053877689084394,0.5288230130413616,0.0005890817353219,1.6878943722315642,2.7825991211830165e-15,1.793767754600828,2.581604201396392,1.6878943722315645,1.5814829011031375
Fp1,cD4,0.5011316580764197,0.5257196672460794,0.0002424124515417,1.9575513642736024,-4.374171900791352e-17,1.895284803658792,2.5834242704605783,1.9575513642736024,1.583803765214665
Fp1,cD5,0.4969182726759684,0.4909943616868165,0.003537845611572,2.094691566313302,1.0114082973955265e-15,1.8398546986216624,2.581337745027837,2.094691566313302,1.5785966856093174
Fp2,cA5,0.3959609211096805,0.6769273030649211,0.0325387870072087,1.4118224742500034,-1.3334339598452396e-15,1.3459835472698378,2.427372073454405,1.4118224742500034,1.3506287890856357
Fp2,cD1,0.3300694693495037,0.2794848797459771,0.0102880717991118,1.4383560705832004,4.763036917250431e-05,1.6850513750940364,2.548559586455098,1.4383560705832004,1.423518662356524
Fp2,cD2,0.43729398276833,0.4434624360695315,0.0008540818185513,1.6435540830390565,0.0001226205654057,1.8705517407862509,2.570891790267672,1.6435540830390565,1.527792073587032
Fp2,cD3,0.4941833333758534,0.5168191687876794,0.0025302713567558,1.8310438552321624,3.965464032808692e-15,1.9248133780109475,2.576991318044859,1.8310438552321624,1.5824787044066104
Fp2,cD4,0.4555435788197946,0.4912471163913628,0.0020540324124423,2.0714228912007435,-4.876351146817862e-17,1.9858120505585752,2.5825556435779964,2.0714228912007435,1.5812529191191371
Fp2,cD5,0.4456792216391013,0.4461183662081383,0.0031342593106355,2.1208696005727816,9.731048699163936e-16,1.8519342825918328,2.582104084613566,2.1208696005727816,1.5687108914928607
F3,cA5,0.3800660271118039,0.6534475888664066,0.0116949548254485,1.9410401163961413,6.443935654239821e-16,1.5799040852036743,2.542945425063199,1.9410401163961413,1.4797983250922204
F3,cD1,0.360637527215376,0.3212491795214377,0.0109692660375497,1.7632709101697122,4.753949990044712e-15,1.9042938586582008,2.548778523092349,1.7632709101697122,1.4563106338565823
F3,cD2,0.4333562985099047,0.4135073885171378,0.0038150267167526,1.9362245183656168,4.4396332236215584e-16,2.0139285154539355,2.566535377125444,1.9362245183656168,1.5420696902498368
F3,cD3,0.4364448365451392,0.43698939420016,0.0001751119440249,1.9325168769989616,-9.9951386570664e-16,1.9658173899563536,2.5644018610501296,1.932516876998961,1.54945864159936
F3,cD4,0.4433622547773625,0.4770514003823166,0.0033740997314451,2.1073010732367847,1.8747588646061497e-15,2.0007537784727623,2.5811465685022164,2.1073010732367847,1.5809795100601596
F3,cD5,0.4456882363422069,0.4751634947717645,0.0027666438709607,2.150238935681455,6.287543052287271e-16,1.8687430976738009,2.581803475401997,2.150238935681455,1.5740084051907497
F4,cA5,0.6047760467826883,0.6910881757731823,0.0093931318163042,1.9792861437350264,-1.5748334395362964e-16,1.5831455380102284,2.5514475781444084,1.9792861437350264,1.5027885940073658
F4,cD1,0.3771504916599887,0.348007049824457,0.0014896103830043,1.8040991768399752,1.978091738247436e-15,1.943757356675336,2.549638659700117,1.8040991768399752,1.4660590907302802
F4,cD2,0.4623950499228483,0.4780147897212585,0.0030854501765521,1.9563486099158969,8.894157344639394e-16,2.054413601547039,2.5749722680650344,1.9563486099158969,1.558163295118157
F4,cD3,0.4721729018872937,0.4701499541032317,0.0008537697069567,2.009567157943368,-1.3493502051301738e-15,2.03415615041204,2.57101220747261,2.0095671579433683,1.567467614604153
F4,cD4,0.4532068519381877,0.4738771545547427,0.0011478886459811,2.1169232573565595,-9.901086320279471e-17,1.9994896460826808,2.581232130825443,2.1169232573565595,1.5765342058705871
F4,cD5,0.3924106166559817,0.4175193841267178,0.0035575173117894,2.1028064439845684,9.473158838275584e-16,1.8614101687167448,2.5796087974675848,2.1028064439845684,1.5709441828725068
C3,cA5,0.6880454976201711,0.7313233676640131,0.0089129501289425,1.945620041713563,-3.2140879172108303e-16,1.5968358200927,2.5572219596714656,1.945620041713563,1.4894730381223031
C3,cD1,0.3524860673076361,0.3163618944223788,0.002058532021262,1.843185807608416,1.5905699090425875e-16,1.961052334140306,2.5492130338115624,1.843185807608416,1.4528745531595535
C3,cD2,0.4092283209132895,0.4087046613146244,-0.0001766551624648,2.039135540971805,-3.317275041789124e-17,2.117235028648963,2.565683048752773,2.039135540971805,1.539485470184013
C3,cD3,0.4374148846846711,0.4300392990606629,0.0038403597745023,2.115346295547721,-1.1855238413887856e-15,2.1147811096023483,2.5717403058008834,2.1153462955477216,1.5563652588568933
C3,cD4,0.4416643859624632,0.4549471131077247,-0.000561321142948,2.142302264914372,-1.7591862575338751e-16,2.0257971709107654,2.577620807710248,2.142302264914372,1.5692921230137171
C3,cD5,0.4511050849939753,0.4391382795526944,0.0048694523898039,2.1395689396524307,6.443461391839953e-16,1.8615050424066348,2.580957459876868,2.1395689396524307,1.571371027055045
C4,cA5,0.4988729675978056,0.7063591635117714,0.019854006924472,1.95775657479538,-4.0428137732830677e-16,1.5824497181208876,2.533418762165472,1.95775657479538,1.5007286839773568
C4,cD1,0.3762754314543526,0.3483692184048922,0.0047633864662863,1.8517973173237616,3.197340724202174e-15,1.976237368183192,2.547991384430708,1.8517973173237607,1.4630249605082175
C4,cD2,0.4555181656488564,0.4505386882865621,0.0005842613451407,2.015761039518696,-9.886909063168344e-16,2.0961416464837885,2.5727933841748434,2.015761039518696,1.5562516180447408
C4,cD3,0.4388296017667909,0.480336408632814,0.0030720624056726,2.097233882775329,1.1016408038352821e-15,2.100824581146528,2.5776301666892865,2.097233882775329,1.5689162974238284
C4,cD4,0.4733362532612212,0.4922662159472357,-0.0006317023074991,2.172442446277974,1.4876976183190504e-16,2.0563147840235807,2.578382937187102,2.172442446277974,1.5745784465351833
C4,cD5,0.4343095385028936,0.458249456472839,0.0007542350075456,2.1736998164530745,9.844995895546425e-16,1.8685289155365776,2.5831846941177217,2.1736998164530745,1.5803593178166488
