Electrode,Band,Hurst,DFA,Lyapunov,Sample Entropy,Correlation Dimension
Fp1,cA5,0.6022190420009437,0.7429405826828073,0.0346434967525895,1.585207907929269,-4.842538794982412e-16
Fp1,cD1,0.3585555032119442,0.3227872082758416,0.0014073747577084,1.6936079877593493,-1.5687216837701012e-17
Fp1,cD2,0.4052563474421254,0.4100711701715143,0.0037174484946508,1.7845306292922098,2.664787508285966e-16
Fp1,cD3,0.4372904350437384,0.4422419137769249,0.000277629043116,1.908759238513083,-9.097466089007037e-16
Fp1,cD4,0.3505754541518733,0.3607284080949424,0.0065522974187674,1.9859192976751872,1.0158055658773871e-16
Fp1,cD5,0.3044867230808056,0.2702624486686957,0.0100046037793994,1.858847940977379,1.9175310332975447e-15
Fp2,cA5,0.5819070446507595,0.7511728710811036,0.0236565246317734,1.4801755590641656,-1.1381307630832584e-15
Fp2,cD1,0.3688366891548309,0.3325268493481872,0.0050095211375846,1.7701486419691288,2.1279011351961656e-15
Fp2,cD2,0.3985522462586243,0.3912954270571539,0.0030317393216217,1.8120737265879805,-8.987547335128927e-16
Fp2,cD3,0.4127377533167907,0.4463466697492657,-0.0002087679776278,1.907829939208853,-8.05057839837403e-16
Fp2,cD4,0.3706938118913703,0.3676657359684848,0.0053311868147411,1.9541109063281032,-1.2453898414494893e-17
Fp2,cD5,0.2652080899829211,0.2451101533405505,0.0091459100896666,1.8683896869053296,8.681921894092618e-16
F3,cA5,0.4408205777670816,0.721171159439355,0.0133785048683922,1.917251322502732,-5.843833462403727e-16
F3,cD1,0.3470732927470793,0.3339013754533981,0.0046966032548382,1.8592592209913497,1.1504770212344252e-15
F3,cD2,0.4243026030939001,0.4167981366924712,0.0001415830669977,2.016346945205085,3.817743000623117e-16
F3,cD3,0.4316110682536053,0.3982060120323815,0.0005933357007576,2.001186258147176,6.542630553858912e-16
F3,cD4,0.3852934258349529,0.3560807129259802,0.0099438453887733,1.945800148759048,-8.257208947444813e-16
F3,cD5,0.3892774094493345,0.3594739856871838,0.0097710602766988,1.932209524480873,7.926662421971668e-16
F4,cA5,0.5106457461811685,0.7463804053218576,0.0427898239930827,1.8254129742696976,-4.967621951286868e-16
F4,cD1,0.3840608040199855,0.357241595985887,0.0010795477664828,1.8899991434859515,1.4593002496301349e-15
F4,cD2,0.4410506258424709,0.4287989655834633,0.000318671717788,2.031446457010244,-9.898008923447333e-16
F4,cD3,0.4351851739333563,0.4115972544545019,0.0039235201748936,2.065403566579388,-6.51484092468023e-16
F4,cD4,0.3779890691656392,0.3526537528654798,0.006280690973455,1.958786068645888,3.347004361875984e-17
F4,cD5,0.3231377103178782,0.3175628656591513,0.0098051524662476,1.9467760314623543,6.613517650506199e-16
C3,cA5,0.526715078044738,0.8061327709683437,0.0104799939818299,1.4939510890380672,6.69597551926305e-16
C3,cD1,0.3583915373176866,0.3087073339103319,0.0045152750882235,1.8794810885251976,4.623614422507607e-15
C3,cD2,0.437868632423707,0.4419671566661314,0.0012013001875438,2.06084550590707,8.737131030114812e-16
C3,cD3,0.4498891921372612,0.4212229196598711,0.0041148966008967,2.058254605751349,-1.191250213561086e-15
C3,cD4,0.3384340694139334,0.3655018268961584,0.0030435475436124,2.0123511964912217,-7.604371392104422e-17
C3,cD5,0.4131909535313288,0.3927126220370199,0.003406810760498,2.063771955881489,2.1021197051541296e-15
C4,cA5,0.6341215751532284,0.7400973619952443,0.0082547047755103,1.943698574250473,-3.3360398541763323e-16
C4,cD1,0.3723741163706847,0.3267823432008585,0.0050616090947929,1.8545826056243997,1.5418601364893885e-15
C4,cD2,0.4499294710488623,0.4093195330045844,0.0037188269875262,2.01887409876115,2.0487500015643885e-15
C4,cD3,0.420801517270821,0.4168246719583582,0.003849697113037,2.0283574854248205,9.1676429916824e-16
C4,cD4,0.3669160659423528,0.3687266589269356,0.0055566961115054,1.9610167285945797,-7.752600716733948e-17
C4,cD5,0.3767331034647228,0.3638332640771693,0.0105314754939583,1.9472261118718852,2.4613929435510856e-15
PO3,cA5,0.4401105294515564,0.6720350405129247,0.0028907878772835,1.7483333787131106,-5.012372288751561e-16
PO3,cD1,0.3615341332884827,0.3426192678912259,0.0044499223882497,1.8558056727961236,9.019365978924204e-17
PO3,cD2,0.4409692024264449,0.4125924582421245,0.0010204488580876,2.019806349078669,8.493376870691774e-16
PO3,cD3,0.40869758879057,0.4182139738132299,0.0043550751426004,2.0423561099816365,-6.412007477302524e-16
PO3,cD4,0.3375082297823267,0.2807293374160713,0.0113791452421177,1.76328507844147,5.642209311471872e-17
PO3,cD5,0.2364400073945335,0.2108039581417216,0.0258251001546671,1.6223763018225603,-1.2073207698553597e-15
P4,cA5,0.5897953578628253,0.7059122545571825,0.0338304480249167,1.9191379198025345,-5.34908145015338e-16
P4,cD1,0.3735870290004276,0.3308705351817064,0.0014455679691194,1.90649521065781,-3.257177811696947e-16
P4,cD2,0.4310483891675818,0.4189332655866003,0.0026089841669254,2.081680802423095,1.0738613456093497e-15
P4,cD3,0.4539739774034529,0.4292982915189525,0.0037278435446995,2.0821563929993103,-1.1179377741164626e-15
P4,cD4,0.3473532603998883,0.3348072212411593,0.0155999948690229,1.9212554332587952,2.0669366968079266e-15
P4,cD5,0.2866447706887014,0.2753801611303285,0.0191132996108511,1.8120001646508328,3.9562645186799406e-16
