Electrode,Band,Hurst,DFA,Lyapunov,Sample Entropy,Correlation Dimension,Approximate Entropy,Permutation Entropy,Sample Entropy,SVD Entropy
Fp1,cA5,0.4044525135428002,0.6063144275263666,0.069792822787636,0.928532436108875,2.0347563575073934e-15,1.0209506786827285,2.490459595345997,0.928532436108875,1.4462286161074236
Fp1,cD1,0.2811996114330847,0.2407625009619802,0.0055665796453302,1.7181052578106355,3.573763099880241e-15,1.869823552362651,2.5355427189144133,1.718105257810636,1.4036840337217744
Fp1,cD2,0.4532116954344555,0.4432184334632434,0.0038152347911486,2.08951072024072,1.9912382157942645e-15,2.1666557146685053,2.571556058220614,2.08951072024072,1.5520123143144806
Fp1,cD3,0.4660686534319364,0.5287919392485649,-0.000172857804732,2.165804631755494,7.21213243850435e-16,2.1595142115053667,2.584855632293724,2.165804631755494,1.584193460859233
Fp1,cD4,0.4390121984396248,0.4401374246058983,0.0035516998984596,2.1487706323848825,-6.309374993352316e-17,2.0376917358579014,2.582938348826422,2.1487706323848825,1.5787786415296106
Fp1,cD5,0.4298776073368607,0.5021757325281371,0.0028880466114388,2.0377880131998367,8.886891661130693e-16,1.823765917941624,2.583588214554693,2.0377880131998367,1.5789742011782475
Fp2,cA5,0.4522919326021863,0.6964556425862579,0.0579734507992171,0.9103705805425616,-1.6092906008774102e-15,0.9755721286791889,2.5065814383199654,0.9103705805425616,1.433191083059992
Fp2,cD1,0.3052855164621748,0.2818919388001408,0.0058362787420097,1.746738988806727,3.349476925158905e-15,1.896460434626107,2.539561458147075,1.746738988806727,1.4156317685912794
Fp2,cD2,0.4172722601162282,0.4253675900618919,0.0001852035522454,2.0639886681185424,1.0412619327369893e-15,2.1543927968547125,2.575841500042869,2.0639886681185424,1.5606102721909971
Fp2,cD3,0.5166554255510736,0.5155179942810323,0.0005513798106796,2.128828739014253,-8.710865698708121e-16,2.136048455699964,2.584603878464216,2.128828739014253,1.5844406302753598
