Electrode,Band,Hurst,DFA,Lyapunov,Sample Entropy,Correlation Dimension,Approximate Entropy,Permutation Entropy,Sample Entropy,SVD Entropy
Fp1,cA5,0.5758525840451593,0.9145784695000267,0.0319600058536901,1.566755629748271,-9.53494510965153e-16,1.4442548726153248,2.528267571875109,1.566755629748271,1.3319541705794704
Fp1,cD1,0.368469673125164,0.3324049310112988,0.0048503095453431,1.9138707139125533,2.8527462838064803e-16,2.037998567327338,2.5518942750900213,1.9138707139125537,1.4730616013726037
Fp1,cD2,0.4533536247142224,0.4254411397703047,0.0044208093123001,2.019045058946176,1.2072996830246367e-16,2.1106493965432325,2.563070248441762,2.019045058946176,1.524640953321558
Fp1,cD3,0.4373479527566648,0.4596072532441412,0.0031665281815963,2.023300361921398,-9.838714072266105e-16,2.0790191145332866,2.583174186350704,2.023300361921398,1.578173834877494
Fp1,cD4,0.4461449369979748,0.4886052208959929,0.0033422036604449,2.1237936699086224,2.2219729311409527e-16,2.0199369830862475,2.577417592621844,2.1237936699086224,1.5679467931170517
Fp1,cD5,0.2883099248174088,0.2895488019967357,-0.0001901279796252,1.9957359528247056,6.96296360224525e-16,1.770916646423819,2.5781477500163907,1.9957359528247056,1.54772699855452
Fp2,cA5,0.4756214965201232,0.9239643962739206,0.0232989627277475,1.5636008060189108,-2.744745753451213e-16,1.4422940709265433,2.5243367231409084,1.5636008060189108,1.3347806540638316
Fp2,cD1,0.3521070019014595,0.3193210743867874,0.0003803773359815,1.5996359331893877,1.6279096064560045e-05,1.8782776940367527,2.5489630537027086,1.5996359331893877,1.4555315766101555
Fp2,cD2,0.4675222673054731,0.4705918816192027,-0.0002818945682412,1.965734520947164,1.6207620084180086e-15,2.1173702421047764,2.570803218756625,1.965734520947164,1.5607850072930842
Fp2,cD3,0.4804998562450575,0.5059538233758442,0.0025265606966884,2.0949244196572177,8.694237739017273e-16,2.1270309972350825,2.584846105764808,2.0949244196572177,1.5846554860350044
Fp2,cD4,0.5001808308863671,0.4713249438432942,0.0032740679654206,2.108950699763601,2.4315783653428808e-17,2.0073877038573142,2.57764767736794,2.108950699763601,1.561800354237829
Fp2,cD5,0.3082055652480747,0.2818912602341639,0.0089715710886711,1.9420322212110763,9.7079439710924e-16,1.734221976534779,2.5749177792703657,1.9420322212110763,1.5368474301209276
F3,cA5,0.3746027684715309,0.7655798570862898,0.0450866796532456,1.909165786100552,-5.727759255165427e-16,1.6059028938648217,2.5597434391974243,1.909165786100552,1.4346897222745625
F3,cD1,0.3858156726304468,0.3463447042157914,0.004464210163463,1.9098526081542508,-2.282205576052408e-15,2.0380512159205075,2.5474194516054225,1.9098526081542508,1.4724930975542811
F3,cD2,0.4835229775673839,0.4672222074981201,0.0001321503610321,2.131878691651444,8.710042542830014e-16,2.196413937006688,2.5760031052081653,2.131878691651444,1.5662555614328977
F3,cD3,0.4720822134044908,0.4534398392330912,0.0030303868380449,2.134248374013209,9.968415457524908e-16,2.133278841185593,2.5751586654780656,2.134248374013209,1.567985159470244
F3,cD4,0.4149948370264047,0.4182492084766732,0.0047708251259542,2.071932928565184,8.121344642480965e-18,1.9891842891713507,2.568961192092291,2.071932928565184,1.5437317410975602
F3,cD5,0.3316515411693167,0.3229477033689121,-3.783486106176228e-05,1.9919587649965704,1.0003194484267768e-15,1.7673446588361932,2.57910932036602,1.9919587649965704,1.5527468251936858
F4,cA5,0.5982232489502518,0.7889334084246727,0.0149072166502942,1.845593263793256,-7.546478414760561e-16,1.5720986758738436,2.544283680244451,1.845593263793256,1.4316081041159183
F4,cD1,0.3318906750606203,0.3206426424437134,0.0036778450012208,1.3379377933152568,0.0011368960454172,1.7099264838519943,2.5404168678414103,1.337937793315257,1.4351814579757702
F4,cD2,0.4755827041932517,0.4960643788694305,0.0031073483553797,1.6750201214749962,3.658067508924767e-15,1.9719156785050904,2.5772206886804483,1.6750201214749962,1.5765363292983952
F4,cD3,0.4882978249288131,0.5312405378703087,0.0004607171723333,1.9934099987989464,-1.8138361152836923e-15,2.0434861613468627,2.582549091564897,1.9934099987989464,1.58254422201824
F4,cD4,0.4424231793282225,0.442528488260415,0.0038215203718705,2.0342498693682924,-1.8558746372331287e-16,1.9687136386331483,2.5771128552037643,2.0342498693682924,1.5562564188652126
F4,cD5,0.2961140915128807,0.3088141645704443,0.0107939726822862,2.01231752139366,2.3601470515103413e-16,1.7817760040284192,2.577863030458281,2.01231752139366,1.5443459847595682
C3,cA5,0.4310850927139956,0.7456024471372755,0.0125852102761746,2.0656608918110835,-4.441271457951368e-16,1.6357034958580208,2.5665634130308863,2.0656608918110835,1.5170953518324837
C3,cD1,0.3537851872264012,0.3377217335617755,0.0047651984474872,1.8923249773652149,2.4861346227728423e-16,2.0066877679945367,2.5491845731213667,1.8923249773652149,1.4566963159653357
C3,cD2,0.4482444197551011,0.4484862736061238,0.0030994328585535,2.1079682450986312,-9.93572880140499e-16,2.1707537767011136,2.5686716208838947,2.1079682450986312,1.5506957741123888
C3,cD3,0.4526900725138491,0.4642804699592345,8.102763782832168e-05,2.145043660406293,9.328263095602437e-16,2.137955143703276,2.5754074077426563,2.145043660406293,1.56834172534275
C3,cD4,0.4256280111896648,0.4304336145887654,0.0022319533608174,2.1230444759268403,6.542441064304524e-17,2.026622460271313,2.577565236694208,2.1230444759268403,1.5589312926505106
C3,cD5,0.4475448031209,0.4411838630356905,0.0001081813465464,2.094890113534522,1.0200701832307305e-15,1.830569665448178,2.5845203825211067,2.094890113534522,1.5656095831739902
C4,cA5,0.6160426592976747,0.8125537217808168,0.0432493620973095,1.8610975416410624,-4.965891891984947e-16,1.571565260137234,2.564413317956028,1.8610975416410624,1.4433660833678488
C4,cD1,0.3325745972427193,0.299467453903936,0.0012333783236419,1.3924937430772624,0.0001754528839725,1.6953494682981995,2.536037401260758,1.3924937430772624,1.4226440922295729
C4,cD2,0.4649573500977814,0.4611720774743742,0.0028489199551668,1.7373215187321025,-1.858142290136872e-16,1.991616433114478,2.5784823398610754,1.7373215187321025,1.5750307207747791
C4,cD3,0.518082339791616,0.534377937218112,-0.0005732276222925,2.0075651200643825,2.640383809452175e-15,2.03796252707702,2.5814877798937084,2.0075651200643825,1.583225915037904
C4,cD4,0.4403437673998991,0.4417696237479373,0.0041151220148259,2.108993284707518,3.5294477471794103e-17,2.0078363134632724,2.576816881915121,2.108993284707518,1.5560213695554403
C4,cD5,0.3354290996359176,0.3261975814733536,0.0099667202342643,1.990578557230894,6.556612783610467e-16,1.7750036644676923,2.578831680475555,1.990578557230894,1.5427762172804949
PO3,cA5,0.5183035646006535,0.7689130239779066,0.0143553882534217,1.8744642815351595,-5.120161289411121e-16,1.572933912832334,2.523513660288768,1.8744642815351595,1.4578991557975474
