Electrode,Band,Hurst,DFA,Lyapunov,Sample Entropy,Correlation Dimension
Fp1,cA5,0.533972986173796,0.8494333746532476,0.0146670356510191,0.4956224576826795,0.1417165899425616
Fp1,cD1,0.3436160521902388,0.3349386535894554,0.0056162227283825,1.6825122612202688,-4.850476004190717e-15
Fp1,cD2,0.4902823114881973,0.4730400567777504,0.0030028516596013,1.9681646810555768,5.962931901906596e-15
Fp1,cD3,0.5007546080555797,0.5171128499407526,0.000767204978249,2.0588043875023687,8.428009250489099e-16
Fp1,cD4,0.4441119622783792,0.462177139567461,0.0004245931451973,2.0723850607862566,-4.437350574571504e-17
Fp1,cD5,0.4157008762375591,0.4628601167402,8.307948256955744e-05,2.0589417780736783,7.628228227768341e-16
Fp2,cA5,0.4388844240435281,0.8503225818963959,0.0115375706300895,0.5770514843073806,0.0658799574113963
Fp2,cD1,0.3329657619254692,0.3024081752156892,0.0044567975130948,1.6839747173940007,1.6308718850704897e-15
Fp2,cD2,0.4469902200317013,0.4495053143737308,-0.0001323642152731,1.9504904795850224,2.800714586721289e-15
Fp2,cD3,0.4694745829610925,0.4860488303507946,-0.0004517584136041,2.1055026317955483,8.431040548844823e-16
Fp2,cD4,0.4365778373583239,0.49943770126394,0.0033302653919567,2.0935651738362164,3.3351047232399122e-18
Fp2,cD5,0.4878135377036137,0.5052076712581917,0.0026259508999912,2.0835411081827684,1.0042761452866394e-15
F3,cA5,0.5441500889103464,0.7748260835636802,0.0114340767147034,1.3263370563964394,-1.9324913364984185e-15
F3,cD1,0.3165516299754243,0.2996159420802605,0.0013184749718863,1.6513872820297408,1.7085388885455525e-15
F3,cD2,0.4648805771874222,0.4604221062887967,-9.435017903695996e-05,1.9361878017472876,2.623894436662882e-16
F3,cD3,0.5233367986515742,0.5343510661492389,0.0004236568104134,2.032913299061369,-1.110233672413131e-15
F3,cD4,0.4790875884414958,0.5086192164866405,0.0004396727590846,2.0280501794774817,1.9791130504367492e-17
F3,cD5,0.526394690271279,0.5394798164999393,0.000802699002352,2.0645812395181773,9.330013069367529e-16
F4,cA5,0.5946152946463745,0.7699502693523174,0.0134603230033333,1.3589621225586153,-1.045272150955326e-15
F4,cD1,0.3450447162864961,0.3153273541977704,0.0013940926754114,1.7967674710451802,-1.4559888251279147e-16
F4,cD2,0.4946103041508872,0.4787928622755573,0.0008272171020508,2.043037204388677,-6.49175333572266e-16
F4,cD3,0.4909179406906045,0.5244235848506056,0.0007919542717209,2.089873790618735,9.078491472990238e-16
F4,cD4,0.4348431864831793,0.4626987912042396,0.0009047768332737,2.0612728998030025,2.1568760721945656e-16
F4,cD5,0.5175680037816931,0.5116949629386552,-0.0010001095858494,2.062102354085158,9.37350387359712e-16
C3,cA5,0.5209859771603578,0.7216866474856837,0.0124737379119149,1.7438183216654457,-4.3322190557163733e-16
C3,cD1,0.3719634784189567,0.3295100614540108,0.000735253998727,1.7497597892425931,1.5741242979371077e-15
C3,cD2,0.4405051536305001,0.4568781715478042,0.0002409443710789,1.995344860981084,5.426640899577422e-16
C3,cD3,0.4812242976129338,0.4850636686225064,0.0004938530199456,2.0707072721994946,-1.851000592486729e-17
C3,cD4,0.4215475105104413,0.4733308827157302,0.0024106892672452,2.0589891069372146,-2.0913304396235828e-17
C3,cD5,0.5526200577563324,0.5463359115518219,0.0087184143601425,2.095050788362832,-3.986865711566305e-16
