Electrode,Band,Hurst,DFA,Lyapunov,Sample Entropy,Correlation Dimension,Approximate Entropy,Permutation Entropy,Sample Entropy,SVD Entropy
Fp1,cA5,0.5849703167530619,0.83454255061848,0.0103736263210488,1.6139403199041078,-4.4123800576472084e-16,1.4506818981602423,2.5741269253366825,1.6139403199041078,1.4479015021471953
Fp1,cD1,0.3230905263961935,0.3061507442000079,0.0048406514254482,1.792630283819174,2.43014915725258e-15,1.937447389110205,2.543973815347836,1.7926302838191743,1.435806544279039
Fp1,cD2,0.4615614277202442,0.4560295554078151,0.0001895788944124,2.066604020375045,3.2279305475021006e-16,2.154699422241017,2.576479688055692,2.066604020375045,1.5595884455238926
Fp1,cD3,0.4881650260663006,0.478040376010903,0.0001582752574568,2.077388301255956,1.0120971223529101e-15,2.0975675262695352,2.5771135439245114,2.077388301255956,1.5711029813173032
Fp1,cD4,0.4108105234645267,0.4118893844385882,0.0054781566966666,2.0866673262932087,-1.204251194424816e-15,1.9893132236715607,2.5822349745977524,2.0866673262932087,1.5510875876719692
Fp1,cD5,0.3338025060428545,0.3350320071766495,0.0121220575345983,1.8704413026037032,8.291260560106728e-16,1.7425129233644148,2.563064179675845,1.8704413026037032,1.4775078104628194
Fp2,cA5,0.6242858675271619,0.8375139707705985,0.0118601711725782,1.633776980739368,-1.4127199842290932e-15,1.4651333917914169,2.5695241952980488,1.633776980739368,1.430204959841948
Fp2,cD1,0.3348889445677071,0.3137699086716332,0.0046317620710891,1.806381051494942,2.463621644398373e-15,1.9560926095127504,2.544386665140196,1.806381051494942,1.4450946610792053
Fp2,cD2,0.4635963945622661,0.4486260314583813,0.0040881503712047,2.053893171848194,1.6531520914081132e-15,2.14633842729462,2.572512181030085,2.053893171848194,1.5564886338758417
Fp2,cD3,0.4714236541588424,0.4620111281093911,0.0017936128558534,2.086714112415468,8.43794229523141e-16,2.1012830303448,2.5757533256726406,2.086714112415468,1.5677656248545977
Fp2,cD4,0.4369059717377504,0.4036414182066962,0.0045043685219505,2.083441076478421,-5.3296632310015554e-17,1.9903638974880653,2.582691876014161,2.083441076478421,1.5500204905527295
Fp2,cD5,0.3447442448393293,0.3336279401205624,0.0212316644502089,1.8773874308920864,4.1187276771368163e-16,1.7418456470982306,2.568618554087074,1.8773874308920864,1.486572572804007
F3,cA5,0.4606414498995554,0.5731112441818845,0.0204429984275269,2.081708944964001,-6.9931522573530885e-16,1.619147749465867,2.582693155614477,2.081708944964001,1.5719020965042112
F3,cD1,0.3303757294749215,0.299288968318086,0.0020736809932824,1.7292244254368416,1.3565081728443028e-15,1.883827920559343,2.53665815134712,1.7292244254368416,1.4224776013520066
F3,cD2,0.4704268370217803,0.4517429547954859,-7.306879216994516e-05,2.0627070165235075,-1.0198667928936532e-15,2.158410555663667,2.5816658057227264,2.062707016523507,1.5722477207147532
F3,cD3,0.4719202811676417,0.4652949171246935,0.0010310086337003,2.05417433692826,-8.297790943621301e-16,2.0799505075779603,2.5688042493958343,2.05417433692826,1.546501605913826
F3,cD4,0.3423025402397383,0.321082485503351,0.0069794828241522,2.03143354707199,1.816785550976526e-16,1.944856319934044,2.584228115822272,2.03143354707199,1.549277016082801
