Electrode,Band,Hurst,DFA,Lyapunov,Sample Entropy,Correlation Dimension,Approximate Entropy,Permutation Entropy,Sample Entropy,SVD Entropy
Fp1,cA5,0.7070625268826042,0.9072122464468244,0.03969829793562,1.3209995692013472,4.346560767746741e-16,1.303016058746389,2.521227248545779,1.3209995692013472,1.441430777913153
Fp1,cD1,0.2942224993808814,0.2398741090400176,0.0019762501572115,1.5778238459582046,-2.594093927789822e-16,1.7796736736035133,2.531888264098301,1.5778238459582046,1.3944011173306743
Fp1,cD2,0.476579339193898,0.4620535396462079,0.0011888735222095,1.893868550714075,1.5013553235278057e-15,2.065721363222493,2.5723322404101583,1.8938685507140745,1.552400897460183
Fp1,cD3,0.4652695035705033,0.5187952408180325,0.001038268118193,2.02595101596013,-6.467482663847394e-16,2.0891316948526093,2.5841085668686343,2.02595101596013,1.5842756801010207
Fp1,cD4,0.4798976442780397,0.5192867380932417,0.0008861946337147,2.128624304757867,-1.332770778488282e-16,2.021659993930629,2.582672423226948,2.128624304757867,1.5820145616850931
Fp1,cD5,0.4274388324448768,0.4410180373204565,-0.0009915091774682,2.038405520506311,-3.3844248222984224e-16,1.820365565662442,2.582764904293253,2.038405520506311,1.5676631133035304
Fp2,cA5,0.5315271633715842,0.8770501381124352,0.0349098344336352,1.3013238011651136,-1.7715050204157261e-15,1.2959034611892273,2.499659381153339,1.3013238011651136,1.444191040168033
Fp2,cD1,0.3037357593428021,0.2906011071271058,0.0010796864827473,1.7323410747729815,1.6792207380100642e-15,1.880445368645482,2.536621639933227,1.7323410747729815,1.4182789221566372
Fp2,cD2,0.4437353207593577,0.4239354775067628,-1.4391812411402316e-05,1.9810525768252845,-1.1967638809168383e-16,2.086290911245487,2.572814990747439,1.9810525768252845,1.5472008563825503
Fp2,cD3,0.5117581600598982,0.5123584964879903,0.0031681841070002,2.033809303414336,-1.333752736598952e-15,2.077429832051055,2.5811157092757098,2.033809303414336,1.5801934634256434
Fp2,cD4,0.4580002087710923,0.4840556414932958,0.0023623466491696,2.0918814334960936,2.385708651999032e-16,2.0026369839412093,2.576856926175477,2.0918814334960936,1.5753347136411189
Fp2,cD5,0.4507841507002077,0.4751403693097361,-0.0004331993334223,2.0241503200609063,7.152354595416748e-16,1.8179467676183068,2.5846975273076374,2.0241503200609063,1.5742035561217025
F3,cA5,0.622021930150945,0.8170589477194302,0.0149335080244409,1.755046211983282,-5.228796069104137e-16,1.4948819947048326,2.532064735165513,1.755046211983282,1.4517989715741195
F3,cD1,0.2982140954944045,0.2703397599699235,0.0010395454637931,1.5430687292781464,0.0001800833494826,1.773003196650552,2.531966376251473,1.5430687292781464,1.3948483596279442
F3,cD2,0.4971898358110247,0.4577684920379417,0.0001907348632812,1.8384959133966712,-1.3165529128502494e-16,2.039244892144493,2.5709040671955448,1.8384959133966712,1.5515864405217268
F3,cD3,0.4652012672679635,0.495041841593345,0.0030063802545722,1.976065432218685,-1.4141475484683697e-15,2.0207364664661203,2.583178043027172,1.976065432218685,1.583423702242584
F3,cD4,0.4649783563743288,0.4929052852556352,-0.0001078692349526,2.0764984304105005,-1.959589444214099e-16,1.9906893932107,2.5837555031851984,2.0764984304105005,1.584634714401384
F3,cD5,0.4333519818170717,0.4565967219530349,0.003343512795188,2.118515116670117,9.70330352034874e-16,1.8407843742514656,2.5834316891134708,2.118515116670117,1.5789551730221052
F4,cA5,0.4398875689289119,0.7933763435100954,0.0140376255875921,1.7369436440690065,-6.050966641719968e-16,1.5180779777191296,2.536690901893088,1.7369436440690065,1.4379320729458192
F4,cD1,0.2971240802272278,0.2630916919411777,0.0103929867254237,1.642869932899922,-4.5933235466613454e-15,1.84981835086506,2.5340592229205887,1.642869932899922,1.4133597655216412
F4,cD2,0.4596521582030327,0.4425076813452046,0.003950734571977,1.9176536559548336,1.0744004822118009e-15,2.079550939101683,2.5705709742628025,1.9176536559548336,1.5477648714815946
F4,cD3,0.5041752756442912,0.5237501660615492,0.0035348718816583,2.077153064531581,9.43042875907082e-16,2.0991270709188887,2.5818426571750845,2.077153064531581,1.5828969026959818
F4,cD4,0.4560952906731283,0.478320059033084,0.0001082738240557,2.1573978342849944,4.1430230310989536e-16,2.03322987950711,2.583254921821515,2.1573978342849944,1.5811271500674668
F4,cD5,0.4640458876191212,0.5026759016883482,0.0017202488787753,2.1042210047177394,1.0333581569452817e-15,1.849774189507124,2.5835728238714832,2.1042210047177394,1.5787930863256363
